precision,recall,threshold
0.03509131484264699,0.9996756406097956,0.042437095
0.03509171439306819,0.9996756406097956,0.04245312
0.035097708741402084,0.9996756406097956,0.04245994
0.035098108437439504,0.9996756406097956,0.042466268
0.03509850814258057,0.9996756406097956,0.042474624
0.03509890785682561,0.9996756406097956,0.042488687
0.035099307580174925,0.9996756406097956,0.04252852
0.03509970731262883,0.9996756406097956,0.04253667
0.03510010705418764,0.9996756406097956,0.042555034
0.03510050680485166,0.9996756406097956,0.042620003
0.035100906564621205,0.9996756406097956,0.042624954
0.035101306333496576,0.9996756406097956,0.04265746
0.0351017061114781,0.9996756406097956,0.042752925
0.03510210589856608,0.9996756406097956,0.042792536
0.03510250569476082,0.9996756406097956,0.042809863
0.03510290550006264,0.9996756406097956,0.04282407
0.03510330531447185,0.9996756406097956,0.042829815
0.03510370513798877,0.9996756406097956,0.04283103
0.0351041049706137,0.9996756406097956,0.04287816
0.03510450481234694,0.9996756406097956,0.042880934
0.03510490466318883,0.9996756406097956,0.042881913
0.03510530452313966,0.9996756406097956,0.04289849
0.035105704392199746,0.9996756406097956,0.042901646
0.0351061042703694,0.9996756406097956,0.04290802
0.03510650415764893,0.9996756406097956,0.042945996
0.035106904054038664,0.9996756406097956,0.042957522
0.03510730395953889,0.9996756406097956,0.042972725
0.03510770387414993,0.9996756406097956,0.04300114
0.035108103797872096,0.9996756406097956,0.043022264
0.035108503730705704,0.9996756406097956,0.043044236
0.03510890367265105,0.9996756406097956,0.04306596
0.03510930362370846,0.9996756406097956,0.043074403
0.03510970358387824,0.9996756406097956,0.043089245
0.03511010355316071,0.9996756406097956,0.043115363
0.03511050353155616,0.9996756406097956,0.04315781
0.03511090351906492,0.9996756406097956,0.04315809
0.0351113035156873,0.9996756406097956,0.043194793
0.03511170352142361,0.9996756406097956,0.043195687
0.035112103536274156,0.9996756406097956,0.04320769
0.03511250356023925,0.9996756406097956,0.043208323
0.03511290359331921,0.9996756406097956,0.04323374
0.03511330363551434,0.9996756406097956,0.04328773
0.035113703686824954,0.9996756406097956,0.043346446
0.03511410374725137,0.9996756406097956,0.043368477
0.035114503816793895,0.9996756406097956,0.04336853
0.03511490389545284,0.9996756406097956,0.04339866
0.03511530398322851,0.9996756406097956,0.043411013
0.03511570408012123,0.9996756406097956,0.04341132
0.03511610418613131,0.9996756406097956,0.043412723
0.035116504301259045,0.9996756406097956,0.04342363
0.03511690442550476,0.9996756406097956,0.04342725
0.03511730455886877,0.9996756406097956,0.04345239
0.03511770470135138,0.9996756406097956,0.04346073
0.03511810485295291,0.9996756406097956,0.043475945
0.035118505013673654,0.9996756406097956,0.04347716
0.03511890518351394,0.9996756406097956,0.043487143
0.035119305362474075,0.9996756406097956,0.04351502
0.035119705550554374,0.9996756406097956,0.04352106
0.03512010574775514,0.9996756406097956,0.043535534
0.03512050595407669,0.9996756406097956,0.04353591
0.035120906169519336,0.9996756406097956,0.04355051
0.035121306394083396,0.9996756406097956,0.04360749
0.035121706627769166,0.9996756406097956,0.043607738
0.03512210687057697,0.9996756406097956,0.043616172
0.03512250712250712,0.9996756406097956,0.043621592
0.03512290738355993,0.9996756406097956,0.04362955
0.03512370793303475,0.9996756406097956,0.043641686
0.03512410822145739,0.9996756406097956,0.043648385
0.03512450851900393,0.9996756406097956,0.043665666
0.03512490882567469,0.9996756406097956,0.04366654
0.035125309141469975,0.9996756406097956,0.043694418
0.0351257094663901,0.9996756406097956,0.043714345
